raw,county,source,reason,count
內湖高工,臺北市,taipei-cc,只有場地名,552
臺北市濟南路一段六號,臺北市,moe-cc-courses,只有場地名,347
市立大里高中,臺中市,moe-cc-courses,只有場地名,165
信義,,cc-shared-platform,只有場地名,152
稻江,,cc-shared-platform,只有場地名,150
成德,,cc-shared-platform,只有場地名,134
臺北市南港運動中心 5F,,xuanen-centers,只有場地名,127
景美,,cc-shared-platform,只有場地名,126
林口國民運動中心 一樓綜合教室,,xuanen-centers,只有場地名,113
校本部,,cc-shared-platform,只有場地名,109
豐東國中,臺中市,moe-cc-courses,只有場地名,101
三峽,,cc-shared-platform,只有場地名,94
臺北市南港運動中心 2F,,xuanen-centers,只有場地名,88
竹東鎮,,cc-shared-platform,只有場地名,79
竹北,,cc-shared-platform,只有場地名,78
桃園市,桃園市,taiwanjobs,只有場地名,77
校本,,cc-shared-platform,只有場地名,75
校本部（河濱國小),高雄市,moe-cc-courses,只有場地名,74
臺中市太平國民暨兒童運動中心 游泳池,,xuanen-centers,只有場地名,73
潭子,,cc-shared-platform,只有場地名,69
長春國民暨兒童運動中心 游泳池,,xuanen-centers,只有場地名,69
佳里國中,臺南市,moe-cc-courses,只有場地名,68
僑忠國小,臺中市,moe-cc-courses,只有場地名,65
彰化縣彰北國民運動中心 游泳池,,xuanen-centers,只有場地名,64
東區,,cc-shared-platform,只有場地名,61
桃園國民運動中心 韻律教室1,,xuanen-centers,只有場地名,59
臺北市內湖運動中心 游泳池,,xuanen-centers,只有場地名,58
鷺江國小,新北市,moe-cc-courses,只有場地名,56
康寧大學,臺北市,taipei-cc,只有場地名,55
高雄市鳳山運動園區 游泳池,,xuanen-centers,只有場地名,54
楊梅體育園區 瑜珈教室,,xuanen-centers,只有場地名,53
戶外,,cc-shared-platform,只有場地名,52
臺中市大里國民暨兒童運動中心 游泳池,,xuanen-centers,只有場地名,51
豐湖,,cc-shared-platform,只有場地名,50
真理大學台南校區,臺南市,moe-cc-courses,只有場地名,49
桃園國民運動中心 韻律教室3,,xuanen-centers,只有場地名,49
wdyg-wd32 游泳池,,xuanen-centers,只有場地名,48
港工,,cc-shared-platform,只有場地名,47
北辰國小,雲林縣,yunlin-cc,只有場地名,46
臺中市北屯國民暨兒童運動中心 韻律教室1,,xuanen-centers,只有場地名,45
十興,,cc-shared-platform,只有場地名,44
臺北市文山運動中心 七樓體適能教室,,xuanen-centers,只有場地名,43
新化國中,臺南市,moe-cc-courses,只有場地名,42
桃園國民運動中心 4樓教室(羽球場旁),,xuanen-centers,只有場地名,42
福東校區（福東國小),高雄市,moe-cc-courses,只有場地名,41
臺中市太平國民暨兒童運動中心 403,,xuanen-centers,只有場地名,41
東勢區-東勢高工,臺中市,moe-cc-courses,只有場地名,40
林口國民運動中心 韻律教室一,,xuanen-centers,只有場地名,40
八德國民運動中心 202韻律教室,,xuanen-centers,只有場地名,40
臺北市中山運動中心 2F有氧教室,,xuanen-centers,只有場地名,39
臺中市太平國民暨兒童運動中心 402,,xuanen-centers,只有場地名,39
明新科大,新竹縣,moe-cc-courses,只有場地名,37
勞動力發展署中彰投分署,臺中市,mol-6614,只有場地名,37
桃園國民運動中心 二樓教室,,xuanen-centers,只有場地名,37
臺北市文山運動中心 201教室,,xuanen-centers,只有場地名,37
彰化縣彰北國民運動中心 404韻律教室,,xuanen-centers,只有場地名,37
林口國民運動中心 飛輪教室,,xuanen-centers,只有場地名,36
高雄市鳳山運動園區 羽球館,,xuanen-centers,只有場地名,36
長春國民暨兒童運動中心 B教室(3F),,xuanen-centers,只有場地名,36
六家,,cc-shared-platform,只有場地名,35
羅東自然教育中心,,forest-nature-edu,只有場地名,35
長春國民暨兒童運動中心 A教室(3F),,xuanen-centers,只有場地名,35
臺中市朝馬國民運動中心 綜合教室,,xuanen-centers,只有場地名,34
宜蘭國民運動中心 多功能教室C,,xuanen-centers,只有場地名,34
臺北市大同運動中心 201教室(飛輪),,xuanen-centers,只有場地名,34
校本部(自強國中),新竹縣,moe-cc-courses,只有場地名,33
勞動力發展署雲嘉南分署,臺南市,mol-6614,只有場地名,33
戶外,臺北市,taipei-cc,只有場地名,33
中壢國民運動中心 韻律教室1,,xuanen-centers,只有場地名,33
臺北市大同運動中心 401教室,,xuanen-centers,只有場地名,33
臺北市大同運動中心 402教室,,xuanen-centers,只有場地名,33
臺北市內湖運動中心 505教室,,xuanen-centers,只有場地名,32
八德國民運動中心 203韻律教室,,xuanen-centers,只有場地名,32
臺北市文山運動中心 501教室,,xuanen-centers,只有場地名,32
汐止國民運動中心 602飛輪教室,,xuanen-centers,只有場地名,31
八德國民運動中心 2F多功能教室,,xuanen-centers,只有場地名,31
長春國民暨兒童運動中心 101教室(1F),,xuanen-centers,只有場地名,31
木柵,,cc-shared-platform,只有場地名,30
臺北市中山運動中心 2F社區教室,,xuanen-centers,只有場地名,30
臺北市內湖運動中心 B01教室,,xuanen-centers,只有場地名,30
中壢國民運動中心 飛輪教室,,xuanen-centers,只有場地名,30
八德國民運動中心 飛輪教室,,xuanen-centers,只有場地名,30
高雄市鳳山運動園區 1F多功能教室,,xuanen-centers,只有場地名,30
戶外,臺北市,moe-cc-courses,只有場地名,29
汐止國民運動中心 402教室,,xuanen-centers,只有場地名,29
中壢國民運動中心 韻律教室3,,xuanen-centers,只有場地名,29
宜蘭國民運動中心 韻律教室B,,xuanen-centers,只有場地名,29
臺中市大里國民暨兒童運動中心 韻律C瑜珈教室,,xuanen-centers,只有場地名,29
高雄市苓雅運動中心 502教室,,xuanen-centers,只有場地名,29
臺中市太平國民暨兒童運動中心 301,,xuanen-centers,只有場地名,29
中壢國民運動中心 多功能教室(4樓),,xuanen-centers,只有場地名,28
林口國民運動中心 三樓多功能教室,,xuanen-centers,只有場地名,28
臺中市北屯國民暨兒童運動中心 韻律教室2,,xuanen-centers,只有場地名,28
永和國民運動中心 韻律教室二,,xuanen-centers,只有場地名,27
臺北市中山運動中心 1F瑜珈教室,,xuanen-centers,只有場地名,26
臺中市朝馬國民運動中心 韻律教室,,xuanen-centers,只有場地名,26
臺北市內湖運動中心 B02教室,,xuanen-centers,只有場地名,26
中壢國民運動中心 韻律教室2,,xuanen-centers,只有場地名,26
臺中市北屯國民暨兒童運動中心 社區教室,,xuanen-centers,只有場地名,26
宜蘭國民運動中心 多功能教室B,,xuanen-centers,只有場地名,26
高雄市苓雅運動中心 羽球館(東),,xuanen-centers,只有場地名,26
中正,,cc-shared-platform,只有場地名,25
校外,,cc-shared-platform,只有場地名,25
戶外教學,新北市,moe-cc-courses,只有場地名,25
汐止國民運動中心 401教室,,xuanen-centers,只有場地名,25
永和國民運動中心 韻律教室一,,xuanen-centers,只有場地名,25
臺北市內湖運動中心 506教室,,xuanen-centers,只有場地名,25
桃園國民運動中心 飛輪教室,,xuanen-centers,只有場地名,25
中壢國民運動中心 社區教室,,xuanen-centers,只有場地名,25
新竹市立竹光國民運動中心 韻律教室二,,xuanen-centers,只有場地名,25
嘉義縣朴子市,嘉義縣,moe-cc-courses,只有場地名,24
臺北市中山運動中心 2F飛輪教室,,xuanen-centers,只有場地名,24
永和國民運動中心 飛輪教室,,xuanen-centers,只有場地名,24
臺中市朝馬國民運動中心 社區教室,,xuanen-centers,只有場地名,24
臺北市文山運動中心 502教室,,xuanen-centers,只有場地名,24
高雄市鳳山運動園區 2F有氧教室,,xuanen-centers,只有場地名,24
wdyg-wd22 游泳池,,xuanen-centers,只有場地名,24
池南自然教育中心,,forest-nature-edu,只有場地名,23
林口國民運動中心 韻律教室二,,xuanen-centers,只有場地名,23
高雄市鳳山運動園區 3F瑜珈教室,,xuanen-centers,只有場地名,23
勞動力發展署桃竹苗分署,桃園市,mol-6614,只有場地名,22
臺北市內湖運動中心 飛輪教室,,xuanen-centers,只有場地名,22
臺北市文山運動中心 飛輪教室,,xuanen-centers,只有場地名,22
臺北市大同運動中心 103教室(社區),,xuanen-centers,只有場地名,22
高雄市鳳山運動園區 3F舞蹈教室,,xuanen-centers,只有場地名,22
長春國民暨兒童運動中心 102教室(廟旁),,xuanen-centers,只有場地名,22
校本部-國風國中--國風國中教室,花蓮縣,moe-cc-courses,只有場地名,21
汐止國民運動中心 603教室,,xuanen-centers,只有場地名,21
永和國民運動中心 社區教室,,xuanen-centers,只有場地名,21
林口國民運動中心 三樓社區教室,,xuanen-centers,只有場地名,21
樹林國民運動中心 韻律一,,xuanen-centers,只有場地名,21
臺中市大里國民暨兒童運動中心 韻律A有氧教室,,xuanen-centers,只有場地名,21
高雄市苓雅運動中心 101教室,,xuanen-centers,只有場地名,21
楊梅體育園區 飛輪教室,,xuanen-centers,只有場地名,21
總爺國小,臺南市,moe-cc-courses,只有場地名,20
林口國民運動中心 依實際人數安排教室,,xuanen-centers,只有場地名,20
長春國民暨兒童運動中心 201教室(2F),,xuanen-centers,只有場地名,20
高雄市苓雅運動中心 游泳池,,xuanen-centers,只有場地名,20
大雅,,cc-shared-platform,只有場地名,19
楊梅體育園區 有氧教室,,xuanen-centers,只有場地名,19
知本自然教育中心,,forest-nature-edu,只有場地名,18
戶外課程,新竹縣,moe-cc-courses,只有場地名,18
若開學前三天未收到簡訊通知，請與辦公室聯絡02-87897316,臺北市,moe-cc-courses,只有場地名,18
文澳國小教室,澎湖縣,moe-cc-courses,只有場地名,18
上課地點，詳參課表或開學班級確認,臺北市,taipei-cc,只有場地名,18
其他,,taiwanjobs,只有場地名,18
臺北市中山運動中心 游泳池,,xuanen-centers,只有場地名,18
臺北市中山運動中心 3F教室,,xuanen-centers,只有場地名,18
臺北市文山運動中心 101教室,,xuanen-centers,只有場地名,18
宜蘭國民運動中心 韻律教室A,,xuanen-centers,只有場地名,18
臺北市士林運動中心 羽球場,,xuanen-centers,只有場地名,18
高雄市苓雅運動中心 401(東)教室,,xuanen-centers,只有場地名,18
若開學前三天未收到簡訊通知，請與辦公室聯絡02-87897316,臺北市,taipei-cc,只有場地名,17
汐止國民運動中心 403教室,,xuanen-centers,只有場地名,17
臺北市士林運動中心 舞蹈教室3,,xuanen-centers,只有場地名,17
土小,,cc-shared-platform,只有場地名,16
文澳國小教室,澎湖縣,penghu-cc-portal,只有場地名,16
臺北市士林運動中心 舞蹈教室1,,xuanen-centers,只有場地名,16
東眼山自然教育中心,,forest-nature-edu,只有場地名,15
雙流自然教育中心,,forest-nature-edu,只有場地名,15
內埔國小,臺中市,moe-cc-courses,只有場地名,15
校外（請見課程內容說明）,臺南市,moe-cc-courses,只有場地名,15
康寧會館,臺北市,taipei-cc,只有場地名,15
汐止國民運動中心 待分配教室,,xuanen-centers,只有場地名,15
臺中市朝馬國民運動中心 瑜珈教室,,xuanen-centers,只有場地名,15
新竹市立竹光國民運動中心 韻律教室一,,xuanen-centers,只有場地名,15
新竹市立竹光國民運動中心 多功能教室,,xuanen-centers,只有場地名,15
新竹市立竹光國民運動中心 韻律教室三,,xuanen-centers,只有場地名,15
彰化縣彰北國民運動中心 204韻律教室,,xuanen-centers,只有場地名,15
南軟,,cc-shared-platform,只有場地名,14
霧峰農工,臺中市,moe-cc-courses,只有場地名,14
八德國民運動中心 201(TRX)教室,,xuanen-centers,只有場地名,14
東勢區-新盛國小,臺中市,moe-cc-courses,只有場地名,13
三民高中,新北市,moe-cc-courses,只有場地名,13
數位學習,臺北市,taipei-cc,只有場地名,13
桃園國民運動中心 韻律教室2,,xuanen-centers,只有場地名,13
彰化縣彰北國民運動中心 401多功能教室,,xuanen-centers,只有場地名,13
臺北市中正運動中心 503(舞蹈教室),,xuanen-centers,只有場地名,13
線上課程,桃園市,moe-cc-courses,只有場地名,12
勞動力發展署北基宜花金馬分署,新北市,mol-6614,只有場地名,12
汐止國民運動中心 601教室,,xuanen-centers,只有場地名,12
臺中市朝馬國民運動中心 多功能教室2,,xuanen-centers,只有場地名,12
楊梅體育園區 多功能教室2,,xuanen-centers,只有場地名,12
雲林縣虎尾全民運動館 202教室,,xuanen-centers,只有場地名,12
旗美九區,高雄市,moe-cc-courses,只有場地名,11
戶外,新竹縣,moe-cc-courses,只有場地名,11
新社區-聯合里活動中心,臺中市,moe-cc-courses,只有場地名,11
東勢區-東勢國小,臺中市,moe-cc-courses,只有場地名,11
嘉義縣水上鄉,嘉義縣,moe-cc-courses,只有場地名,11
社區灶咖,新北市,moe-cc-courses,只有場地名,11
財團法人伊甸社會福利基金會,臺北市,taipei-senior-points,只有場地名,11
板橋國民運動中心 3F武術B,,xuanen-centers,只有場地名,11
臺北市中山運動中心 4F羽球場,,xuanen-centers,只有場地名,11
臺中市北屯國民暨兒童運動中心 運動教室,,xuanen-centers,只有場地名,11
臺北市大同運動中心 202教室,,xuanen-centers,只有場地名,11
臺中市大里國民暨兒童運動中心 韻律B空瑜教室,,xuanen-centers,只有場地名,11
臺北市中正運動中心 502(舞蹈教室),,xuanen-centers,只有場地名,11
建國中學,雲林縣,yunlin-cc,只有場地名,11
八仙山自然教育中心,,forest-nature-edu,只有場地名,10
嘉義市世賢路四段208巷內 [志航國小對面],嘉義市,moe-cc-courses,只有場地名,10
嘉義縣新港鄉,嘉義縣,moe-cc-courses,只有場地名,10
財團法人福智慈善基金會(東湖據點),臺北市,taipei-senior-points,只有場地名,10
中壢國民運動中心 TRX教室,,xuanen-centers,只有場地名,10
三重國民運動中心 401教室,,xuanen-centers,只有場地名,10
三重國民運動中心 402教室,,xuanen-centers,只有場地名,10
臺中市大里國民暨兒童運動中心 韻律D有氧/瑜珈教室,,xuanen-centers,只有場地名,10
湖口,,cc-shared-platform,只有場地名,9
神岡,,cc-shared-platform,只有場地名,9
六甲國中,臺南市,moe-cc-courses,只有場地名,9
線上課程,臺北市,taipei-cc,只有場地名,9
南軟一期B1多功能教室,臺北市,taipei-cc,只有場地名,9
財團法人臺安基金會(基督復臨安息日會松山教會),臺北市,taipei-senior-points,只有場地名,9
永和國民運動中心 親子多元教室,,xuanen-centers,只有場地名,9
三重國民運動中心 501教室,,xuanen-centers,只有場地名,9
高雄市苓雅運動中心 402(西)教室,,xuanen-centers,只有場地名,9
南陽國小,雲林縣,yunlin-cc,只有場地名,9
關西,,cc-shared-platform,只有場地名,8
線上課程,高雄市,moe-cc-courses,只有場地名,8
大明國小,臺中市,moe-cc-courses,只有場地名,8
上楓國小,臺中市,moe-cc-courses,只有場地名,8
戶外課程請確認課綱,新竹市,moe-cc-courses,只有場地名,8
竹東國小,新竹縣,moe-cc-courses,只有場地名,8
戶外走讀課程,新北市,moe-cc-courses,只有場地名,8
家政教室,南投縣,nantou-cc-portal,只有場地名,8
國立公共資訊圖書館總館-3樓多元學習教室,,nlpi-activities,只有場地名,8
臺北市天母全人關懷協會,臺北市,taipei-senior-points,只有場地名,8
財團法人一粒麥子社會福利慈善事業基金會,臺北市,taipei-senior-points,只有場地名,8
財團法人新北市基督教新希望教會(中山五常),臺北市,taipei-senior-points,只有場地名,8
新北市,新北市,taiwanjobs,只有場地名,8
汐止國民運動中心 8樓跑酷教室,,xuanen-centers,只有場地名,8
臺中市朝馬國民運動中心 飛輪教室,,xuanen-centers,只有場地名,8
臺北市內湖運動中心 動力魔球,,xuanen-centers,只有場地名,8
桃園國民運動中心 TRX教室,,xuanen-centers,只有場地名,8
新竹市立竹光國民運動中心 飛輪教室,,xuanen-centers,只有場地名,8
高雄市苓雅運動中心 501教室,,xuanen-centers,只有場地名,8
彰化縣彰北國民運動中心 202多功能教室,,xuanen-centers,只有場地名,8
四湖石頭屋,雲林縣,yunlin-cc,只有場地名,8
混成,,cc-shared-platform,只有場地名,7
新社區-新社高中,臺中市,moe-cc-courses,只有場地名,7
國立公共資訊圖書館總館-1樓兒童學習中心手作室,,nlpi-activities,只有場地名,7
臺北市立啟聰學校,臺北市,taipei-cc,只有場地名,7
臺北市北投區開明社區發展協會,臺北市,taipei-senior-points,只有場地名,7
財團法人台灣基督教恩惠福音會,臺北市,taipei-senior-points,只有場地名,7
財團法人台灣基督長老教會大安教會,臺北市,taipei-senior-points,只有場地名,7
財團法人味全文化教育基金會,臺北市,taipei-senior-points,只有場地名,7
財團法人弘道老人福利基金會,臺北市,taipei-senior-points,只有場地名,7
財團法人環宇國際文化教育基金會(萬華),臺北市,taipei-senior-points,只有場地名,7
臺中市朝馬國民運動中心 運動教室,,xuanen-centers,只有場地名,7
中壢國民運動中心 羽球場,,xuanen-centers,只有場地名,7
新竹市立竹光國民運動中心 綜合教室,,xuanen-centers,只有場地名,7
宜蘭國民運動中心 多功能教室A,,xuanen-centers,只有場地名,7
wdyg-wd28 103教室,,xuanen-centers,只有場地名,7
僑美國小,雲林縣,yunlin-cc,只有場地名,7
新豐,,cc-shared-platform,只有場地名,6
數位,,cc-shared-platform,只有場地名,6
芎林鄉,,cc-shared-platform,只有場地名,6
奧萬大自然教育中心,,forest-nature-edu,只有場地名,6
竹東國中,新竹縣,moe-cc-courses,只有場地名,6
上課地點，詳參課表或開學班級確認,臺北市,moe-cc-courses,只有場地名,6
線上,新北市,moe-cc-courses,只有場地名,6
戶外走讀,新北市,moe-cc-courses,只有場地名,6
勞動力發展署中彰投分署,彰化縣,mol-6614,只有場地名,6
活動中心,南投縣,nantou-cc-portal,只有場地名,6
第三教室,南投縣,nantou-cc-portal,只有場地名,6
茄拔國小,臺南市,tainan-cc-portal,只有場地名,6
新市國小,臺南市,tainan-cc-portal,只有場地名,6
安定國中,臺南市,tainan-cc-portal,只有場地名,6
濱江實中樂齡教室,臺北市,taipei-cc,只有場地名,6
臺北市北投區清江社區發展協會,臺北市,taipei-senior-points,只有場地名,6
臺北市北投區立群社區發展協會,臺北市,taipei-senior-points,只有場地名,6
臺北市士林區葫東里辦公處,臺北市,taipei-senior-points,只有場地名,6
臺北市大同區圓環社區發展協會,臺北市,taipei-senior-points,只有場地名,6
臺北市大同區柴寮仔社區發展協會,臺北市,taipei-senior-points,只有場地名,6
臺北市松山區東勢里辦公處,臺北市,taipei-senior-points,只有場地名,6
財團法人台北市華夏婦女文教基金會,臺北市,taipei-senior-points,只有場地名,6
財團法人基督教中國佈道會,臺北市,taipei-senior-points,只有場地名,6
財團法人新北市基督教新希望教會(新喜),臺北市,taipei-senior-points,只有場地名,6
財團法人臺北醫學大學展齡中心(信義),臺北市,taipei-senior-points,只有場地名,6
臺北市,臺北市,taiwanjobs,只有場地名,6
八德國民運動中心 2F社區教室,,xuanen-centers,只有場地名,6
八德國民運動中心 5F多功能球場,,xuanen-centers,只有場地名,6
樹林國民運動中心 韻律二,,xuanen-centers,只有場地名,6
社團法人社會教育發展促進會,雲林縣,yunlin-cc,只有場地名,6
土城,,cc-shared-platform,只有場地名,5
北埔鄉,,cc-shared-platform,只有場地名,5
採GOOGLE MEET 線上,高雄市,moe-cc-courses,只有場地名,5
甘蔗里活動中心,臺中市,moe-cc-courses,只有場地名,5
東寶國小,臺中市,moe-cc-courses,只有場地名,5
數位學習,臺北市,moe-cc-courses,只有場地名,5
茄拔國小,臺南市,moe-cc-courses,只有場地名,5
新市國小,臺南市,moe-cc-courses,只有場地名,5
上舘國小,新竹縣,moe-cc-courses,只有場地名,5
榮華里社區活動教室,新竹縣,moe-cc-courses,只有場地名,5
原住民族文化教育產業推廣中心,新竹縣,moe-cc-courses,只有場地名,5
中華樂齡中心,臺中市,moe-cc-courses,只有場地名,5
石岡區-石岡國小,臺中市,moe-cc-courses,只有場地名,5
總爺藝文中心,臺南市,moe-cc-courses,只有場地名,5
佳里國小,臺南市,moe-cc-courses,只有場地名,5
汐止區城中里建成里活動中心,新北市,moe-cc-courses,只有場地名,5
1樓社大教室1,南投縣,nantou-cc-portal,只有場地名,5
1樓社大教室2,南投縣,nantou-cc-portal,只有場地名,5
漳興國小-3-1教室,南投縣,nantou-cc-portal,只有場地名,5
漳興國小-3-5教室,南投縣,nantou-cc-portal,只有場地名,5
名間國小/美勞教室1,南投縣,nantou-cc-portal,只有場地名,5
草屯國小藝文館(四樓),南投縣,nantou-cc-portal,只有場地名,5
草屯國小禮堂(承學堂),南投縣,nantou-cc-portal,只有場地名,5
會議室,南投縣,nantou-cc-portal,只有場地名,5
永昌國小活動中心,南投縣,nantou-cc-portal,只有場地名,5
電機教室,南投縣,nantou-cc-portal,只有場地名,5
社大教室②,南投縣,nantou-cc-portal,只有場地名,5
國立公共資訊圖書館總館-1樓兒童學習中心,,nlpi-activities,只有場地名,5
國立公共資訊圖書館總館-2樓國際會議廳,,nlpi-activities,只有場地名,5
臺北市立臺北特殊教育學校,臺北市,taipei-cc,只有場地名,5
臺北市立啟明學校,臺北市,taipei-cc,只有場地名,5
臺北市內湖區碧湖社區發展協會,臺北市,taipei-senior-points,只有場地名,5
臺北市內湖區紫雲社區發展協會,臺北市,taipei-senior-points,只有場地名,5
臺北市北投區振華社區發展協會,臺北市,taipei-senior-points,只有場地名,5
臺北市松山區松基里辦公處,臺北市,taipei-senior-points,只有場地名,5
臺北市體適能指導工作人員職業工會,臺北市,taipei-senior-points,只有場地名,5
財團法人伽耶山基金會,臺北市,taipei-senior-points,只有場地名,5
財團法人台北市中華基督教浸信會慈光堂,臺北市,taipei-senior-points,只有場地名,5
財團法人台灣老人急重症基金會(聚盛據點),臺北市,taipei-senior-points,只有場地名,5
財團法人基督教台灣信義會(內湖思恩堂),臺北市,taipei-senior-points,只有場地名,5
財團法人基督教拿撒勒人會(關渡據點),臺北市,taipei-senior-points,只有場地名,5
財團法人天主教聖母聖心會,臺北市,taipei-senior-points,只有場地名,5
財團法人天主教遣使會-聖文生之友社區關懷據點,臺北市,taipei-senior-points,只有場地名,5
財團法人成長文教基金會,臺北市,taipei-senior-points,只有場地名,5
財團法人新北市基督教新希望教會(百齡長青),臺北市,taipei-senior-points,只有場地名,5
財團法人福智慈善基金會(內湖據點),臺北市,taipei-senior-points,只有場地名,5
財團法人臺北市松年長春社會福利基金會(景華),臺北市,taipei-senior-points,只有場地名,5
臺北市內湖運動中心 TRX教室,,xuanen-centers,只有場地名,5
中壢國民運動中心 桌球場,,xuanen-centers,只有場地名,5
宜蘭國民運動中心 綜合球場,,xuanen-centers,只有場地名,5
臺北市士林運動中心 桌球場,,xuanen-centers,只有場地名,5
臺中市太平國民暨兒童運動中心 401,,xuanen-centers,只有場地名,5
臺南市新營區復興路251-2號1樓(由251-1號大門進出),臺南市,taiwanjobs,無,4
線上教學,,cc-shared-platform,只有場地名,4
十秀,,cc-shared-platform,只有場地名,4
教會,,cc-shared-platform,只有場地名,4
其他(戶外課程),,cc-shared-platform,只有場地名,4
高雄市楠梓區(朝新路上),高雄市,moe-cc-courses,只有場地名,4
萬丹鄉水泉興路與丹榮交叉路口,屏東縣,moe-cc-courses,只有場地名,4
線上,彰化縣,moe-cc-courses,只有場地名,4
潭子國小,臺中市,moe-cc-courses,只有場地名,4
豐洲國小,臺中市,moe-cc-courses,只有場地名,4
墩北里活動中心,臺中市,moe-cc-courses,只有場地名,4
善化國小,臺南市,moe-cc-courses,只有場地名,4
安定國中,臺南市,moe-cc-courses,只有場地名,4
文欣教室,臺南市,moe-cc-courses,只有場地名,4
依課程屬性安排校外教學地點,新北市,moe-cc-courses,只有場地名,4
老師個人工作室,新竹縣,moe-cc-courses,只有場地名,4
新福里活動中心,臺中市,moe-cc-courses,只有場地名,4
中山國小,高雄市,moe-cc-courses,只有場地名,4
國風國中烹飪教室--國風國中烹飪教室,花蓮縣,moe-cc-courses,只有場地名,4
玉井國小,臺南市,moe-cc-courses,只有場地名,4
玉井清芳社區活動中心,臺南市,moe-cc-courses,只有場地名,4
昭清宮,臺南市,moe-cc-courses,只有場地名,4
汐止區福德里活動中心,新北市,moe-cc-courses,只有場地名,4
第一堂課室內(汐中)，之後戶外課，請特別留意時間地點。,新北市,moe-cc-courses,只有場地名,4
汐止區福安里市民活動中心,新北市,moe-cc-courses,只有場地名,4
嘉義縣大林鎮大糖里中學路一號,嘉義縣,moe-cc-courses,只有場地名,4
BOOK◎思藝生活美學教室,高雄市,moe-cc-courses,只有場地名,4
2樓餐廳,南投縣,nantou-cc-portal,只有場地名,4
B棟3樓表演藝術教室,南投縣,nantou-cc-portal,只有場地名,4
漳興國小-3-3教室,南投縣,nantou-cc-portal,只有場地名,4
草屯國小音樂教室3(二樓),南投縣,nantou-cc-portal,只有場地名,4
草屯國小綜合教室3(三樓),南投縣,nantou-cc-portal,只有場地名,4
永昌國小第二教室,南投縣,nantou-cc-portal,只有場地名,4
前山國小3F瑜珈教室,南投縣,nantou-cc-portal,只有場地名,4
前山國小1F餐廳,南投縣,nantou-cc-portal,只有場地名,4
前山國小活動中心2F,南投縣,nantou-cc-portal,只有場地名,4
美術教室,南投縣,nantou-cc-portal,只有場地名,4
體育館,南投縣,nantou-cc-portal,只有場地名,4
國立公共資訊圖書館總館-線上online,,nlpi-activities,只有場地名,4
善化國小,臺南市,tainan-cc-portal,只有場地名,4
文欣教室,臺南市,tainan-cc-portal,只有場地名,4
小新國小,臺南市,tainan-cc-portal,只有場地名,4
臺北市北投區逸仙國民小學,臺北市,taipei-cc,只有場地名,4
喬治高職,臺北市,taipei-cc,只有場地名,4
校史室,臺北市,taipei-cc,只有場地名,4
臺北市中山區行孝里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市中山區行政里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市內湖區石潭社區發展協會,臺北市,taipei-senior-points,只有場地名,4
臺北市內湖區週美里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市北投區建民里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市北投區文林里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市北投區永和社區發展協會,臺北市,taipei-senior-points,只有場地名,4
臺北市士林區芝山岩社區發展協會,臺北市,taipei-senior-points,只有場地名,4
臺北市士林海光社區發展協會,臺北市,taipei-senior-points,只有場地名,4
臺北市大同區大有里辦公處,臺北市,taipei-senior-points,只有場地名,4
臺北市大同區慶安社區發展協會,臺北市,taipei-senior-points,只有場地名,4
臺北市大同區隆和里辦公處,臺北市,taipei-senior-points,只有場地名,4
財團法人台灣基督傳道會復生教會,臺北市,taipei-senior-points,只有場地名,4
財團法人台灣老人急重症基金會(中山據點),臺北市,taipei-senior-points,只有場地名,4
財團法人弘道老人福利基金會(松山),臺北市,taipei-senior-points,只有場地名,4
財團法人福智慈善基金會（安和據點）,臺北市,taipei-senior-points,只有場地名,4
財團法人耕莘文教基金會,臺北市,taipei-senior-points,只有場地名,4
臺北市南港運動中心 其他,,xuanen-centers,只有場地名,4
臺中市北屯國民暨兒童運動中心 兒童空間,,xuanen-centers,只有場地名,4
楊梅體育園區 多功能教室1,,xuanen-centers,只有場地名,4
雲林縣虎尾全民運動館 301教室,,xuanen-centers,只有場地名,4
新北市永和區環河東路三段,新北市,moe-cc-sites,無,3
工作,,cc-shared-platform,只有場地名,3
復興,,cc-shared-platform,只有場地名,3
線上,,cc-shared-platform,只有場地名,3
新竹市武陵西三路,新竹市,cc-shared-platform,只有場地名,3
新埔,,cc-shared-platform,只有場地名,3
霧峰國中,臺中市,moe-cc-courses,只有場地名,3
高雄市燕巢區-橫山台糖站附近,高雄市,moe-cc-courses,只有場地名,3
"衛福部
養護中心",彰化縣,moe-cc-courses,只有場地名,3
戶外步道,臺中市,moe-cc-courses,只有場地名,3
北湳里活動中心(1館),臺中市,moe-cc-courses,只有場地名,3
大湳里活動中心,臺中市,moe-cc-courses,只有場地名,3
善化小新國小,臺南市,moe-cc-courses,只有場地名,3
遠距教學授課，建議使用電腦上課,新北市,moe-cc-courses,只有場地名,3
新竹縣體育館西門走廊,新竹縣,moe-cc-courses,只有場地名,3
鼎峰高爾夫練習場,臺中市,moe-cc-courses,只有場地名,3
國風國中穿堂--國風國中穿堂,花蓮縣,moe-cc-courses,只有場地名,3
嘉義縣太保市,嘉義縣,moe-cc-courses,只有場地名,3
